Title,Abstract,StoreId,ArticleType,Authors,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,FindACopy,Database
A SIMPLE KITCHENETTE THANKSGIVING DINNER,"YES, an elegant holiday meal can emerge from a small kitchen. The preparations of the scrumptious dishes described here are especially planned for you apartment dwellers with merely adequate space and a busy schedule. This Thanksgiving, rather than eating dinner in...",180224478,Historical Newspapers," Meade, Mary
Mary
Mary Meade
Meade
Mary Meade"," Copyright Tribune Publishing Company Nov 17, 1957"," 589893682 , 6687022 , 53854", article," Nov 17, 1957",, English, English, g54," Chicago, Ill.","Nov 17, 1957",Chicago Daily Tribune (1923-1963),1957,http://search.proquest.com/docview/180224478?accountid=14496, G54,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=A+SIMPLE+KITCHENETTE+THANKSGIVING+DINNER%3A+IT+HAS+ALL+THE+MAKINGS+OF+A+DELICIOUS+HOLIDAY+FEAST&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1957-11-17&amp;volume=&amp;issue=&amp;spage=G54&amp;au=Meade%2C+Mary&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
Hunt Mother Who Deserts 6,Police are searching for a mother who they charge abandoned her six children who were found hungry and unattended after 36 hours late Sunday afternoon in a kitchenette apartment at 4349 S. Lake Park ave.,493602044,Historical Newspapers,," Copyright Real Times, Inc. Feb 4, 1958"," 878866352 , 8721382 , 68422", front_page," Feb 4, 1958",, English, English, 1," Chicago, Ill.","Feb 4, 1958",Daily Defender (Daily Edition) (1956-1960),1958,http://search.proquest.com/docview/493602044?accountid=14496, 1,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Ahnpchicagodefender&amp;atitle=Hunt+Mother+Who+Deserts+6%3A+Children%2C+Alone%2C+Hungry+36+Hours&amp;title=Daily+Defender+%28Daily+Edition%29+%281956-1960%29&amp;issn=&amp;date=1958-02-04&amp;volume=&amp;issue=&amp;spage=1&amp;au=&amp;isbn=&amp;jtitle=Daily+Defender+%28Daily+Edition%29+%281956-1960%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Defender
A Home Economist Gives Us Dinner Party Ideas,"HOW does a leading home economist entertain her friends? Pauline Pearson, who is the Beatrice Cooke of the Beatrice Foods company, prefers to have a small group for dinner in her kitchenette...",182090477,Historical Newspapers," Rile, Patricia
Patricia
Patricia Rile
Rile
PATRICIA RILE"," Copyright Tribune Publishing Company Apr 4, 1958"," 519198372 , 6270832 , 53854", article," Apr 4, 1958",, English, English, b3," Chicago, Ill.","Apr 4, 1958",Chicago Daily Tribune (1923-1963),1958,http://search.proquest.com/docview/182090477?accountid=14496, B3,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=A+Home+Economist+Gives+Us+Dinner+Party+Ideas%3A+She+Uses+Interesting+Touches+to+Heighten+Foods%27+Appeal&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1958-04-04&amp;volume=&amp;issue=&amp;spage=B3&amp;au=Rile%2C+Patricia&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
SOME SLIPS DON'T SHOW,"IT WAS a nice, cozy apartment. There was a living room with a davenport, which was evidently where Barclay Fisher woke up, and there was a partially opened door leading to a bedroom. A swinging door evidently opened to a kitchenette. The apartment...",493688639,Historical Newspapers," A A FAIR Erle Stanley Gardner
A A FAIR Erle Stanley Gardner"," Copyright Real Times, Inc. Jun 18, 1958"," 880724282 , 8730592 , 68422", article," Jun 18, 1958",, English, English, 8," Chicago, Ill.","Jun 18, 1958",Daily Defender (Daily Edition) (1956-1960),1958,http://search.proquest.com/docview/493688639?accountid=14496, 8,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagodefender&amp;atitle=SOME+SLIPS+DON%27T+SHOW%3A+WHAT+HAS+HAPPENED+CHAPTER+4&amp;title=Daily+Defender+%28Daily+Edition%29+%281956-1960%29&amp;issn=&amp;date=1958-06-18&amp;volume=&amp;issue=&amp;spage=8&amp;au=A+A+FAIR+Erle+Stanley+Gardner&amp;isbn=&amp;jtitle=Daily+Defender+%28Daily+Edition%29+%281956-1960%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Defender
SOME SLIPS DON'T SHOW,"IT WAS a nice, cozy apartment. There was a living room with a davenport, which was evidently where Barclay Fisher woke up, and there was a partially opened door leading to a bedroom. A swinging door evidently opened to a kitchenette. The apartment...",493723867,Historical Newspapers," A A FAIR Erle Stanley Gardner
A A FAIR Erle Stanley Gardner"," Copyright Real Times, Inc. Jun 18, 1958"," 880726112 , 8730592 , 68422", article," Jun 18, 1958",, English, English, A8," Chicago, Ill.","Jun 18, 1958",Daily Defender (Daily Edition) (1956-1960),1958,http://search.proquest.com/docview/493723867?accountid=14496, A8,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagodefender&amp;atitle=SOME+SLIPS+DON%27T+SHOW%3A+WHAT+HAS+HAPPENED+CHAPTER+4&amp;title=Daily+Defender+%28Daily+Edition%29+%281956-1960%29&amp;issn=&amp;date=1958-06-18&amp;volume=&amp;issue=&amp;spage=A8&amp;au=A+A+FAIR+Erle+Stanley+Gardner&amp;isbn=&amp;jtitle=Daily+Defender+%28Daily+Edition%29+%281956-1960%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Defender
New Downtown Hotel to Seek Family TradeI,"Executive House, the new 40 story hotel nearing completion at 71 E. Wacker dr., will be a ""family house,"" too, if the veteran hotelmen who will operate and manage it have their way.",182182436,Historical Newspapers," Fuller, Ernest
Ernest
Ernest Fuller
Fuller
ERNEST FULLER"," Copyright Tribune Publishing Company Jul 26, 1958"," 568999012 , 6613802 , 53854", article," Jul 26, 1958",, English, English, a5," Chicago, Ill.","Jul 26, 1958",Chicago Daily Tribune (1923-1963),1958,http://search.proquest.com/docview/182182436?accountid=14496, A5,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=New+Downtown+Hotel+to+Seek+Family+TradeI&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1958-07-26&amp;volume=&amp;issue=&amp;spage=A5&amp;au=Fuller%2C+Ernest&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
Nurse Wounded; Jealous Suitor Seized in Flight,"Miss Esther Bierkle, 31, a nurse at Passavant hospital, was critically wounded Wednesday in her kitchenette apartment on the fifth floor at 500 Diversey pkwy by a man described by police as a jealous suitor.",182178983,Historical Newspapers,," Copyright Tribune Publishing Company Nov 26, 1958"," 569472712 , 6614842 , 53854", front_page," Nov 26, 1958",, English, English, 1," Chicago, Ill.","Nov 26, 1958",Chicago Daily Tribune (1923-1963),1958,http://search.proquest.com/docview/182178983?accountid=14496, 1,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=Nurse+Wounded%3B+Jealous+Suitor+Seized+in+Flight&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1958-11-26&amp;volume=&amp;issue=&amp;spage=1&amp;au=&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
'Horrified' Senate Wives Turn Down Extravagantly Equipped Workroom,"Senate wives have rejected as ""ostentatious"" a set of architect's plans for a new workroom, with adjoining exercise room, swimming pool, matron's room and kitchenette in the old Senate Office Building.",149241702,Historical Newspapers," By Marie Smith Staff Reporter
By Marie Smith Staff Reporter"," Copyright The Washington Post Company Feb 20, 1959"," 151535312 , 1756692 , 48613", front_page," Feb 20, 1959",, English, English,," Washington, D.C.","Feb 20, 1959",The Washington Post and Times Herald (1954-1959),1959,http://search.proquest.com/docview/149241702?accountid=14496, A1,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Ahnpwashingtonpost&amp;atitle=%27Horrified%27+Senate+Wives+Turn+Down+Extravagantly+Equipped+Workroom&amp;title=The+Washington+Post+and+Times+Herald+%281954-1959%29&amp;issn=&amp;date=1959-02-20&amp;volume=&amp;issue=&amp;spage=A1&amp;au=By+Marie+Smith+Staff+Reporter&amp;isbn=&amp;jtitle=The+Washington+Post+and+Times+Herald+%281954-1959%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The Washington Post
Sh-h-h! The Secret Is in the Onion,THERE'S MORE than legislation brewing under the Capitol dome when Sen. Allen J. Ellender of Louisiana starts cooking up some of his famous Creole coneoctions.,149236269,Historical Newspapers," By Elinor Lee
By Elinor Lee"," Copyright The Washington Post Company Mar 25, 1959"," 155228012 , 1761892 , 48613", article," Mar 25, 1959",, English, English,," Washington, D.C.","Mar 25, 1959",The Washington Post and Times Herald (1954-1959),1959,http://search.proquest.com/docview/149236269?accountid=14496, D5,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpwashingtonpost&amp;atitle=Sh-h-h%21+The+Secret+Is+in+the+Onion&amp;title=The+Washington+Post+and+Times+Herald+%281954-1959%29&amp;issn=&amp;date=1959-03-25&amp;volume=&amp;issue=&amp;spage=D5&amp;au=By+Elinor+Lee&amp;isbn=&amp;jtitle=The+Washington+Post+and+Times+Herald+%281954-1959%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The Washington Post
Roast Fowl And Trimmings Feast Can Be Prepared In Tiny Kitchen,"Busy working people and folks with little kitchen space will appreciate the corners cut by this plan for ""Dinner from a Kitchenette.""",492998130,Historical Newspapers,," Copyright Real Times, Inc. Dec 19, 1959"," 740390422 , 7287462 , 68419", article," Dec 19, 1959",, English, English, 16," Chicago, Ill.","Dec 19, 1959",The Chicago Defender (National edition) (1921-1967),1959,http://search.proquest.com/docview/492998130?accountid=14496, 16,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagodefender&amp;atitle=Roast+Fowl+And+Trimmings+Feast+Can+Be+Prepared+In+Tiny+Kitchen&amp;title=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;issn=&amp;date=1959-12-19&amp;volume=&amp;issue=&amp;spage=16&amp;au=&amp;isbn=&amp;jtitle=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Defender
